Date,Confirmed,ConfirmPerday,day
10/13/2020,1,1,13
10/14/2020,1,0,14
10/15/2020,1,0,15
10/16/2020,1,0,16
10/17/2020,1,0,17
10/18/2020,1,0,18
10/19/2020,1,0,19
10/20/2020,1,0,20
10/21/2020,1,0,21
10/22/2020,1,0,22
10/23/2020,1,0,23
10/24/2020,1,0,24
10/25/2020,1,0,25
10/26/2020,1,0,26
10/27/2020,6,5,27
10/28/2020,6,0,28
10/29/2020,8,2,29
