Date,Confirmed,ConfirmPerday,day
10/9/2020,1,1,9
10/10/2020,1,0,10
10/11/2020,1,0,11
10/12/2020,1,0,12
10/13/2020,1,0,13
10/14/2020,1,0,14
10/15/2020,1,0,15
10/16/2020,1,0,16
10/17/2020,1,0,17
10/18/2020,1,0,18
10/19/2020,1,0,19
10/20/2020,1,0,20
10/21/2020,1,0,21
10/22/2020,10,9,22
10/23/2020,15,5,23
10/24/2020,16,1,24
10/27/2020,18,2,27
10/28/2020,19,1,28
10/29/2020,21,2,29
